username,continent,tier,language,id,verified,signature,bioLink,commerceUser,commerceCategory,commerceButton,region,following,followers,total_likes,total_videos,videos_liked
hlonie.nie,Africa,macro,English,6907498776135795717,False,"600k followers will do 
iG@hlonie.nie 
No Backup Accounts!!",https://youtube.com/@lehlogonolomokhabuki4304,False,none,False,ZA,39,537300,5800000,323,0
rocco0_,Africa,macro,French,7046473162011608070,False,"Ig: rocco0_._

Increíble como todavía aceptan a personas como vos en la sociedad",,False,none,False,AR,744,509800,11800000,93,0
petplayground,Africa,macro,French,6832898226769658885,False,"PPPets are our best friends in the word 
 lf you agree pls follow me💖",,False,none,False,US,69,639600,4200000,111,0
meros_ff,Africa,macro,French,6839464399402845189,False,Faça uma renda extra plataforma pagando dmais 🤩🔥😱✨👇🏻✅,,False,none,False,BR,22,850600,7400000,392,0
victor_ivyic,Africa,mega,English,6592565836387647494,True,"👑KING👑
IG:📧Victor_ivyic
🤴🏾ivyicvictor@gmail.com
⬇️❗️CHECK OUT MY SHOP!!⬇️",https://linktr.ee/victor_ivyic,False,none,False,ZA,3469,3200000,52800000,3333,0
mike.debeer,Africa,mega,English,6623577722864402437,False,"Cape Town   
Spicy content in IG bio ;)",https://youtu.be/cm4mg4-0fig,False,none,False,SG,702,2400000,84900000,1661,0
iamdubson,Africa,mega,English,6801853579722736646,True,"Slow-Mo Prankster
Dancer/Vibe/fitness/lifestyle✔
King of Slow-Mo in my world!🌍",,False,none,False,NG,168,1500000,9300000,348,0
carmen_sama.officiel,Africa,mega,French,6814493904738616325,False,,,False,none,False,CI,162,1100000,4600000,122,237
andystallion,Africa,mega,English,6701713466271482885,True,"BUSINESS⬇️⬇️
andy@devvmedia.com
Follow me on IG @andy.stallion 🫶🏽",,False,none,False,ZA,671,3000000,98700000,410,0
semoneskosan,Africa,mega,English,6727172634621215750,True,"I’m not like other moms, I’m a cool mom
semoneskosan@gmail.com
🇿🇦",www.instagram.com/semoneskosan,False,none,False,GB,128,1200000,25000000,1073,0
liamstoffbergg,Africa,mega,English,6723630270862722054,True,"business enquiries:
liamstoffbergg@gmail.com",,False,none,False,ZA,26,3800000,108600000,695,0
nam_so_young,Africa,mega,French,6821621843481641989,True,"insta: mourabitesalmael :للتواصل والاعلانات
 YouTube: El Salma
🇲🇦",,False,none,False,MA,41,3600000,128200000,864,0
wealthcurrency,Africa,mega,English,6974838132312032262,False,"CHAIRMAN-BIGWEALTH-STOCK-COMPANY🐓
          Dm my IG👆
Business man 🦅lifestyle",,False,none,False,US,20,1000000,7400000,338,0
thevantalord,Africa,mega,English,6644945198295531525,False,Welcome To The Vanta Realm,www.thevantarealm.com,False,none,False,ZA,320,4500000,93600000,2457,0
tikdengue,Africa,mega,French,6808562069890417669,False,https://clcr.me/pbIplp,,False,none,False,CM,393,1200000,12500000,1099,13800
lifeoftanyamarie,Africa,mega,French,6753382769567089670,False,"energy is found here 🤪
beauty💄home🏡 preggo🤰🏾
tanyamarie@kensingtongrey.co",https://linktr.ee/lifeoftanya?fbclid=PAAabjarcQKuUVgCuk8YjNPOIcci-K11J_4cv1F85FIZT7mt7z4JZaOpzi4GM,False,none,False,US,1164,1100000,34100000,1196,0
rosineofficiel.0,Africa,mega,French,6914287037429629958,False,"Insta Rosineofficiel 
Facebook Nguemgaing Rosine
Snap rosineofficiel0",,False,none,False,CM,766,1800000,24600000,903,0
nombuso_98,Africa,mega,English,109077911390842880,True,"24🇿🇦JHB
King of Edits👑
📧: nombusomasondo.online@gmail.com",https://youtu.be/NDHhus1aUHw,False,none,False,ZA,309,1500000,32100000,928,0
nikita_booysen,Africa,mega,English,6638903149309296646,False,"ig: nikita_booysen_
📩: chris@clickstalent.com",,False,none,False,ZA,175,1400000,26500000,1430,0
fatima1988z,Africa,mega,French,6635971745022345221,False,,,False,none,False,MA,4141,1700000,26300000,2816,0
crystal.g.katsini,Africa,mega,English,15502758,True,"-TheLadyWithTheBendyFace-
🇿🇦 SA
#sunbeams☀️",https://linktr.ee/Crystal.G.Katsini,False,none,False,ZA,935,7400000,94800000,722,0
wian,Africa,mega,English,6596271198483693574,True,"Follow me on Insta and YT☝🏻
Contact: ✉️ wian@wianmagic.com
New Youtube video:",https://youtube.com/@wianvandenberg,False,none,False,ZA,1252,16800000,299300000,1334,0
ayo__ex,Africa,mega,English,6693488587133961221,False,"Hi, wanna promote?
Text me on Ig (ayo__ex)
Snapchat(ayo_ex)",https://youtu.be/PPA42rKBJYc,False,none,False,NG,830,1100000,8400000,1923,0
ghazal_benrabia,Africa,mega,French,6626362642926649350,True,"👑Iron Woman👑
Instagram @ghazal_benrabia
Facebook channel 👇❤️",https://www.facebook.com/profile.php?id=100085167399778&mibextid=LQQJ4d,False,none,False,TR,50,3800000,195900000,1429,0
leonardoshane55,Africa,mega,English,6713547658458760198,True,"Just smile bro
✉️business enquiries:
leonardobookings55@gmail.com",beacons.ai/leonardo55,False,none,False,ZA,84,1400000,43800000,685,0
alahly,Africa,mega,English,6737201713529209862,True,Al Ahly SC Official Account,www.alahlyegypt.com,True,"Sports, Fitness & Outdoors",False,EG,8,3400000,26900000,637,0
cooper_pabi,Africa,mega,English,6808120220856747013,True,"just here to make your day❤️
ig : cooper_pabi",https://www.webtickets.co.za/v2/event.aspx?itemid=1511796483,False,none,False,ZA,130,2200000,41700000,990,0
ngoziezeonu1,Africa,mega,English,7003750196325696518,False,"Mother, Actor, Model, Brand Influencer, Film maker.check my links",https://youtu.be/s39AHqZ8ulI,False,none,False,NG,29,1300000,4700000,83,213
bryankazaka,Africa,mega,English,6638826967864442885,True,"CEO of Africa
Links:",https://direct.me/bryankazaka,False,none,False,ZA,98,8700000,202700000,889,0
kennedylamiress,Africa,mega,French,6746753870074758149,False,https://youtube.com/channel/UCtnN8OhwhXhQrXgaddf9afw,,False,none,False,CM,578,3100000,59600000,2570,10300
oumeyma.e,Africa,mega,French,6729438381241107461,False,"للإعلانات  : oumeymaou@gmail.com
Instagram : oumeyma.a",Oumeymaou@gmail.com,False,none,False,MA,98,2100000,35800000,325,0
toosii,Africa,mega,French,6736746330859979782,True,"Pre-Save My New Album ""NAUJOUR"" Out 6.2👇🏾",https://toosii.lnk.to/NAUJOUR,False,none,False,US,31,3800000,54300000,175,0
noeldeyzel_bodybuilder,Africa,mega,English,6793827015524910086,True,"Daily Fitness tips🙌🏼
Heavyweight IFBB bodybuilder😈
Godzilla pre workout👇🏼",hoo.be/noeldeyzel,False,none,False,TH,1272,6500000,227200000,696,0
babydaiz,Africa,mega,English,6722503147812078598,True,"“Pleaser” out now ¡
Insta: babydaiz_
👻:Babyyherman
✉️daizking16@gmail.com",https://youtu.be/tQiq03vkWBw,False,none,False,US,412,1800000,62900000,1634,0
king_lluvia,Africa,mega,English,6767684079087780869,False,"🇿🇦🇯🇲🇧🇸
ig: king_lluvia 
email: lluviafaye@gmail.com",,False,none,False,ZA,121,1300000,57500000,483,0
casspernyovest,Africa,mega,English,6803405577638593541,True,South African Musician.,,False,none,False,ZA,37,1600000,7700000,231,0
enioluwa,Africa,mega,English,6781797643116643333,False,"📍Food 📍Grooming
Enioluwaadeoluwa@gmail.com",,False,none,False,NG,13,1800000,34100000,961,0
your.king45,Africa,mega,English,6960539990200960006,False,"Humanity…AND….respect🫡 
                           One life onelove❤️🤯🙏",europeaninternationalofficialdriverlicense.com,False,none,False,PL,12,1300000,28000000,897,0
wydadseri,Africa,mega,French,6802906652767470598,True,"Business inquiries📩: wydadserry@gmail.com
تابعو فلوق عن القولون العصبي والحل",https://youtu.be/zmHX4F0JlvI,False,none,False,MA,14,2500000,26400000,1027,0
tsoanieskits,Africa,mega,English,6797710202051462150,True,"Your future is bigger than your past.
🇿🇦🇿🇦🇿🇦",https://youtu.be/eEUODo5tpLs,False,none,False,ZA,36,3300000,29000000,245,0
papeeyah,Africa,mega,English,6794751483461846021,False,"📥🤝
📧 papeeyahentertainment@gmail.com
300% Bonus Promo Code PAPEEYAH with link",https://bit.ly/3FBtzn4,False,none,False,NG,154,1000000,26400000,667,0
arianeceleste12,Africa,mega,French,6810651415746348038,False,"C’EST MON SEUL COMPTE TIKTOK ! 
•👻 ( Snap ): jesuisacm",,False,none,False,CI,202,1600000,22300000,963,0
marwarioui,Africa,mega,French,16918839,False,"Marwa Nutella🍫🥇
حسابي الوحيد بالانستغرام تابعوني 👇👇👇",https://instagram.com/marwarioui?igshid=bfnz8ge93mad,True,Beauty,False,MA,95,3100000,32200000,1754,0
costatitch,Africa,mega,English,6781561648407839749,True,"🇿🇦🇿🇦🇿🇦
💚💖 NKALAKATHA 💖💚
📩 - titchgangrecords@gmail.com
👇👇👇👇",https://m.youtube.com/watch?v=8g0v2SDe6MU,False,none,False,ZA,148,1800000,8900000,90,0
ayrastarr,Africa,mega,English,6918031848975795205,True,"Celestial being 👼🏾⭐️
       20",https://ayrastarr.lnk.to/19-NDangerous,False,none,False,NG,122,4500000,35300000,220,0
chiomakpotha,Africa,mega,English,6773250120903443461,False,Actor. Influencer. Homie. Lover. Friend,,True,Media & Entertainment,False,NG,0,1200000,4700000,130,0
khadija.dija01,Africa,mega,French,6526283968516461568,True,"Contact 📩: dijaoff@gmail.com

Creator content 🇲🇦",,False,none,False,MA,77,1400000,18000000,820,0
globaldancesupreme,Africa,mega,English,6765816722516788230,True,https://linktr.ee/globaldancesupreme,www.globaldancesupreme.com,False,none,False,ZA,603,3500000,41800000,1183,0
salmita_corita,Africa,mega,French,6546288169511026689,True,"Quality control and safety|Beauty expert
for U’r ads⬇️
Contact@moroccanmedia.ma",,False,none,False,MA,174,3000000,106000000,4469,0
yallmeetbernie,Africa,mega,English,6894077984342623238,False,"Let’s get my ig to 150k🥺
Dm 4 promotion
1.5M leggo😁🔥
Follow my ig 👇 pls🥺😭",https://instagram.com/yallmeetbernie,False,none,False,NG,1980,1300000,55700000,2489,0
hicham.wissal,Africa,mega,French,6560310429825155077,True,📤For business inquiries and advertising,Contact@moroccanmedia.ma,False,none,False,MA,9,1500000,21100000,503,0
majdouline12a,Africa,mega,French,6609588870730285061,False,"فخامةً الاسم تكفي ….😍😍
سنابشات: m_line1140",,False,none,False,MA,88,2600000,32300000,281,0
danielxvermaak,Africa,mega,English,6523608889030611983,True,All glory to God❤️,https://youtube.com/channel/UCpl4NEuLUdt0Wo8XMzZ-ivA,False,none,False,ZA,493,3000000,76000000,397,0
omyahya010,Africa,mega,French,6884218139749270534,False,هادي قناتي👆 في اليوتيوب كنتمنى تشجعوني والله يحفظكم ويسهل عليكم 🇲🇦,,True,Beauty,False,MA,234,1800000,9300000,337,0
hanan.elmaoui,Africa,mega,French,6618281732478271494,False,"Road to 2M
Go to my Instagram ⤴️
📨elmaoui.hanandak@gmail.com",,False,none,False,MA,50,1100000,10400000,1034,0
tinacutielove,Africa,mega,English,6677195771907965958,True,"It’s ur favorite page 💜💋
Team Sam To D World 
Tina@grail-talent.co",https://chat.whatsapp.com/JXY1232GxR8GHQf0l2EzQl,False,none,False,NG,2063,1400000,37900000,3096,0
latestsightings,Africa,mega,English,209777327541657600,True,Sharing your incredible sightings from all over the world,https://bit.ly/Lionswilddogshyena,False,none,False,ZA,13,6300000,78900000,348,0
khloes_gram,Africa,mega,English,6944673014680650757,True,"Transition•||•Dance•||•Fashion
•Stay Happy ❤️💙
📧: khloesgramscollabs@gmail.com",https://mpl-ng-dev.onelink.me/0q1d/3ui47k62,False,none,False,NG,1228,2200000,121000000,3009,0
worldbestmandykiss,Africa,mega,English,7026762580397294597,False,"I love y’all ❤️🥺
IG (therealmandykiss)🫶
Snapchat -Mandykissssssss
 MARCH16 👸",,False,none,False,NG,0,1300000,8800000,178,0
__dance__tutorialss_,Africa,mega,English,6770622838484255750,False,"🤩 One dance a day keeps the Dr. away 🩺
📧:dancetutorialss279@gmail.com",,False,none,False,ZA,16,1100000,11000000,1082,0
forphiwe13,Africa,mega,English,6832683382041592838,False,We are selling quality sneakers. Dm fortu_ne077 or  phiwesusan,https://www.youtube.com/channel/UCrW5ezrBI4XwWpnODYLEGHQ,False,none,False,ZA,762,1200000,10800000,999,7290
douaekadaouii,Africa,mega,French,6786108179488572422,False,"الحمد لله❤️💎
شجعونى🥺
👇",https://instagram.com/douaekadaouii?igshid=178itnhew3fwq,True,Others,False,MA,117,1300000,17400000,934,0
naiss_officiel_48,Africa,mega,French,252939567304241152,False,"🇲🇦Oujda 🇲🇦
48أ
👻 : naiss_48",https://youtu.be/LPW7ABZNNBE,False,none,False,MA,118,3800000,29100000,362,0
ks_bloom,Africa,mega,French,6782839237278581765,False,#ALLUMEZ_LA_LUMIÈRE  #EN_ENFER_ON_MANGE_PAS_ALLOCO,,False,none,False,CI,253,1600000,9600000,195,0
nelisiwesibiya,Africa,mega,English,6652198551571038214,True,South African 🇿🇦 Musician 🎤 Actress 🎬 (Dr Mbali Mthethwa on DURBAN GEN),https://youtube.com/c/NelisiweSibiya,False,none,False,ZA,406,2300000,24700000,1317,0
playwills,Africa,mega,English,6946862741073511430,False,"♍️ Virgo
A Comedian, Lover of God
Baker 👩‍🍳 | Chef | A survivor 
New Music👇🏽",https://youtu.be/aJczC_lscW0,False,none,False,NG,5450,1500000,13500000,2258,0
neevan_ferris,Africa,mega,English,6704328024441193478,True,"✨Email info@curativeconcepts.com for bookings✨
Shop my closet below💕",https://www.yaga.co.za/neevan-ferris,False,none,False,ZA,206,2600000,53600000,1638,0
sabri_ayoub,Africa,mega,French,6601927962080362502,False,"1N23456
ig : sabri_ayoub__",,False,none,False,MA,396,16700000,684500000,2206,0
whatmyboyfriendwore,Africa,mega,English,6838597952798262278,True,Mens fashion and style advice,www.whatmyboyfriendwore.com,False,none,False,ZA,459,1000000,8400000,279,0
mounir_nabila,Africa,mega,French,6723207495043908614,False,collaboration : mounirchakhar@gmail.com    Instagram : mounirnabila83,https://instagram.com/mounirnabila83?igshid=ZDdkNTZiNTM=,False,none,False,MA,1018,1600000,29500000,1084,0
zarithebosslady10,Africa,mega,English,6766654304355959814,True,"Zarithebosslady BOSS
Built On Self Success
ig @zarithebosslady (Verified)",www.brooklyncitycolleges.co.za,False,none,False,ZA,19,1700000,13600000,448,0
emekaleonald,Africa,mega,English,6808384422531531781,False,"👑QUEEN OF RUNNING 🐈
Road to 5M💪💃
FAM PLSS GET MY FACEBOOK BOOK PAGE TO 10k👇",,False,none,False,NG,2360,4100000,50800000,3062,0
yassinefaouzi,Africa,mega,French,6605841103924035589,False,"💰📊. CRYPTO .📊💰
👇🏻COLLABORATION👇🏻
📩 : fatihiyassine54@gmail.com
🔫SNAP🔫",https://t.snapchat.com/ahVmCTB6,False,none,False,MA,56,1300000,12800000,174,0
kofogt,Africa,mega,English,6655594100325416965,True,"Plus size
20+ 
I left again but I’m back, my healing journey had hands 🥲",https://beacons.ai/kofogt,False,none,False,GB,162,1000000,24200000,1743,0
dontaikaory,Africa,mega,French,6761439278596113413,False,"Sharing our love💕
danny@undercurrent.net 💌
Build a healthy relationship book👇",www.dontaiandkaory.com,False,none,False,ID,51,2300000,124500000,1717,0
jessicamashaba20,Africa,mega,English,6696736251507033093,True,Please subscribe to my YT🥹❤️!,https://youtube.com/shorts/6b41JzVQhwg?feature=share,False,none,False,ZA,122,3800000,166600000,5007,0
sawsan_1_,Africa,mega,French,6613717190896582662,False,,,False,none,False,MA,1383,1700000,38300000,293,0
nafeesashraf4,Africa,mega,English,6609601723014217734,False,"🇵🇰 پاکستان زندہ باد 🇵🇰
call me malik nafees awan",🇵🇰پاکستانزندہباد🇵🇰🇿🇦🇿🇦❤💪💪💪,False,none,False,ZA,1847,1300000,48800000,2337,0
amiraamouratchama,Africa,mega,French,6611650183975583749,False,"Snp : amora20habibti 💛
Face : amira amourat chamal💙",,False,none,False,MA,76,1100000,5000000,1001,0
promyroxy,Africa,mega,English,6778456742335628293,False,"Make up kit 400
Promotions 0713040028
Mc..artist..dancer..entertainer",https://youtu.be/gkpwnS99vd4,False,none,False,ZA,8352,1500000,19700000,988,0
sara_erragragui,Africa,mega,French,137716369319436288,False,فَاصْبِرْ صَبْرًا جَمِيلًا إِنَّهُمْ يَرَوْنَهُ بَعِيدًا وَنَرَاهُ قَرِيبًا 🤲🏻,,False,none,False,MA,520,1400000,21800000,1299,0
kimmiso94,Africa,mega,French,6581215746017492994,False,Don't Dream For it but Work For it,,False,none,False,KR,422,1000000,23500000,609,0
amanda.dupont,Africa,mega,English,6749468868332618757,True,,https://beacons.page/amandadupont,False,none,False,ZA,32,1200000,5500000,290,0
abdelhakeljamai,Africa,mega,French,6620800090943619078,True,"📍MAR 🇲🇦
Moroccan creator • Video creator
📧 : eljamaioff@gmail.com",,False,none,False,MA,58,2500000,31300000,393,0
manal__kt,Africa,mega,French,6683076640669500422,False,🇲🇦❤️,,False,none,False,MA,1415,1300000,21800000,1980,0
steegs_,Africa,mega,English,6725650763991286790,True,"Check the IG for more content ❤️⬆️
NEW TUCKER VIDEO ⏬",https://youtu.be/wLz7lky2iNg,True,Media & Entertainment,False,ZA,183,1700000,33400000,653,0
refiloe.pinkpanther,Africa,mega,English,6646697337971539974,True,✉️Refiloelepheane.work@gmail.com,,False,none,False,ZA,2976,1100000,20100000,860,0
sachi_hime96,Africa,mega,English,6632903299501359110,True,"🌸Cosplayer|Happy Place| Streamer
❤️22
📧: sachiko@millionsagency.com
All links⬇",beacons.ai/sachi_hime96,False,none,False,ZA,86,17100000,277800000,1843,0
chekorsfamily,Africa,mega,French,6614805109414199301,False,Collabs: chekorsfamily@gmail.com,,False,none,False,MA,69,1100000,19000000,220,0
official_joseef,Africa,mega,French,6816788135134069766,True,Email 📧 businessjoseef@gmail.com,https://instagram.com/official_joseef?utm_medium=copy_link,False,none,False,PH,201,2000000,54900000,5342,0
chloetheserval,Africa,mega,English,6948155349878981638,False,African Serval - 17 and thriving 😻,https://linktr.ee/Chloetheserval,False,none,False,US,22,2400000,51500000,1672,0
keraramz,Africa,mega,English,16050401,True,"CEO of relatable content😗
For Business📥: ramzmgmt@freshnowagency.com",,False,none,False,ZA,97,1200000,46100000,706,0
adekunlegold,Africa,mega,English,6741957982597497862,True,Party No Dey Stop official video👇🏿,https://youtu.be/VnXq06m9P4g,False,none,False,GB,25,1100000,3800000,116,0
emy_dany_bassong,Africa,mega,French,6803235637911634949,False,"Actrice🎞️, productrice💵, entrepreneur🗃️ & mum👩‍👦",https://youtu.be/HnMczGuLoNI,True,Professional Services,False,CM,418,1200000,8800000,605,0
ryanhdlombard,Africa,mega,English,6756611176875082758,True,"Living for God, not for man
Marketing@onlycollaboration.com",https://jainz.app.link/Ryan_HD,False,none,False,US,18,10400000,252900000,666,0
ayoubfc10,Africa,mega,French,6952926948775789569,False,✉️ ayoubfc10tiktok@gmail.com,,False,none,False,MA,92,19200000,398000000,2334,0
kie_kie__,Africa,mega,English,6751831343229731845,True,Vibes For Days!! 😎😎😎,https://youtu.be/QPQu15EOpM0,False,none,False,NG,90,1700000,17000000,280,0
bayo.beats,Africa,mega,English,6934635406018544646,False,Follow me on Instagram to send a direct message @bayo.beats,https://youtu.be/RIV5iQbPQK0,False,none,False,NG,51,1900000,16300000,731,0
patron02,Africa,mega,French,171441513606819840,False,"للإعلانات التجارية تواصلو معي📥📥
youspatron.1@gmail.com
1M🙏🏻🥰",,False,none,False,MA,12,1400000,10100000,39,0
shellasaukia,Africa,mega,French,6701563873919894530,True,"FOLLOW IG @shellasaukiaofficial
@ssshop_id
BELI BAJU MERK SS
DI SHOPEE KLIK LINK",,False,none,False,ID,424,4600000,122000000,2277,0
chrismoolman_,Africa,mega,English,6690884262294504453,False,"🔝FOLLOWING BACK on insta 🔝 
Snap👻:Jason_moolman19",https://www.instagram.com/chrismoolman_/https://www.snapchat.com/add/jason_moolman19,False,none,False,ZA,919,1600000,19000000,2506,0
bontle_ba_afrika,Africa,mega,English,6714531392960070662,True,"GoodVibeTribe
IG: bontle.modiselle
Dance Studio - IG: bontlemodiselledancestudio",https://www.youtube.com/channel/UC-rjPsvRaUnsWspD4XyNsBA,False,none,False,ZA,229,2000000,12300000,134,0
alaoblow,Africa,mega,English,6679813900782257157,True,"Actor || Comedian

Music Comedy 👑 

Please subscribe to my YouTube 👇",https://youtube.com/@alaoblow,False,none,False,NG,1328,1600000,9800000,863,0
sweedyofficiel,Africa,mega,French,6612569884775907333,False,"⚜ ﷽ ⚜
For collab 📩 : Sweedyofficiel37@gmail.com",,True,Media & Entertainment,False,MA,75,1300000,19100000,862,0
calvin_reef,Africa,mega,English,6590706487386308614,True,"Safe place …

Business Email: calvin@devvmedia.com

New YouTube Video ⤵️❤️",https://youtu.be/tedxHKptes4,False,none,False,ZA,635,1800000,80600000,770,0
sphokuhle.n,Africa,mega,English,6677889381783880710,True,"Positive vibes only!
📍 🇿🇦
Insta: s.crumptious
21",https://youtu.be/k09uFO7n-RE,False,none,False,ZA,2970,4100000,135000000,4053,0
wf_jamesbrown,Africa,mega,English,6654673236511031302,False,Giving you maximal entertainment and helping you to gain confident,https://linktr.ee/wfjamesbrown,False,none,False,NG,96,1400000,15200000,994,0
janemenaa,Africa,mega,English,6784131997435511813,False,"Jane❤️plies
Jane wants you to follow nd buy from her @janemenaglitz on Instagram",https://youtu.be/ubAZ-H0EF2s,False,none,False,NG,562,1200000,9200000,484,0
ayojaylee9,Africa,mega,English,6960447518334256134,False,Click the link below to watch me live on bigo,https://bit.ly/3lpw3Nu,False,none,False,US,744,1300000,13500000,2271,0
aminebenziane6,Africa,mega,French,6748892826949420038,False,"📩For Business
𝐜𝐨𝐧𝐭𝐚𝐜𝐭.𝐛𝐞𝐧𝐳𝐲𝐚𝐧𝐞@𝐠𝐦𝐚𝐢𝐥.𝐜𝐨𝐦
YouTube",youtube.com/@aminebenzyane1,True,Art & Crafts,False,MA,65,1200000,11800000,281,0
meryamkadmiri,Africa,mega,French,6666122404739629062,True,"Moroccan Actress 🇲🇦
📧:meryam.kadmiri.b@gmail.com",,False,none,False,MA,120,2400000,37300000,1099,0
mooyamusunga,Africa,mega,English,93580476665253888,True,"I dance🇿🇲📍🇿🇦
📥 business@otterinfluence.com",https://youtube.com/@mooya150,False,none,False,ZA,452,5100000,69700000,1173,0
salmadouma8,Africa,mega,French,6622325155609919494,True,"Model  🇲🇦
Follow me on instagram: salmadouma",,False,none,False,MA,412,1100000,7800000,861,0
abirab36,Africa,mega,French,6618238367237767173,False,📍…..🇲🇦,,True,Beauty,False,MA,18,2300000,24100000,295,0
betty.christy._,Africa,mega,French,6819422727871464454,False,1M?🙏❤️Merci pour la force mes amours ❤️.                               🇨🇩🇨🇲,,False,none,False,CM,156,1100000,11400000,1625,0
greatvado,Africa,mega,English,6808546376440759301,True,#Shu-peru 💛,https://music.empi.re/shuperu,False,none,False,NG,3,2900000,18100000,165,0
skimnektv,Africa,mega,English,6730652294037210118,True,"[Business: skimnektv@yahoo.com]

Now we can be friends 💩",https://youtube.com/channel/UClEJ-hsaIxoSadNzlSqSwqw,False,none,False,ZA,936,1500000,25600000,626,0
witney8,Africa,mega,English,6587389934414594054,True,Here to make your day 🌸,,False,none,False,ZA,4249,2900000,72000000,3451,0
lratonxumalo,Africa,mega,English,6787331441443767302,True,"IG : Lratonxumalo
📧 : Lratonxumalo@gmail.com

YouTube link below. 👇🏾",https://youtube.com/@LERATONXUMALO,True,Others,False,ZA,388,1100000,27500000,1292,0
souhail.ghazzali,Africa,mega,French,6602249211999272966,True,"📍 Maroc, Casablanca 🇲🇦❤️ 
📩  contactsouhail.gh@gmail.com",,False,none,False,MA,68,1100000,14100000,569,0
shandorlarenty,Africa,mega,English,6752913828579410949,True,"Wildlife • My Animal Family • Travel • Adventure 
📍- 🇿🇦
⬇️ Links below ⬇️",https://my.buena.life/b/shandorlarenty,False,none,False,ZA,188,9600000,103600000,342,0
ndu_browns,Africa,mega,English,6786395000067703813,True,"🅱🆄🆂🆃🅴🅳  🥷🏾🤍


1/2 BLAQ DIAMOND 🇿🇦 💿",,True,Media & Entertainment,False,GB,671,1300000,9500000,317,0
davido,Africa,mega,English,6673791133543941126,True,"Listen to my new album ‘TIMELESS’ ⏳
Get Tickets for the TIMELESS Tour ⬇️",https://laylo.com/davido/m/waPGs,False,none,False,US,40,3200000,12700000,38,0
mehdiflorian,Africa,mega,French,6631244294395953157,True,"🔥Abonne toi🔥
C'est fou non ?
📬 contact@mehdiflorian.com
Le Discord",https://discord.gg/n2XxaGQv,False,none,False,FR,836,1500000,58800000,2179,0
_symply_ciana,Africa,mega,English,7005517054229644294,False,"Virus🦠dance💃originator🚀
FASHION/LIFESTYLE/INFLUENCER🌚
1.5m pls ??🥺❤️😩🙏",https://linktr.ee/_symply_ciana,False,none,False,NG,100,1200000,33400000,1964,0
gloriasampson00,Africa,mega,English,6780802428494267398,True,"Ambivert,skin care enthusiast, writer.... follow me on Instagram 🙏
 https://you",SAYNOTODOMESTICviolence,False,none,False,NG,1749,1100000,8500000,1141,0
toyin_abraham,Africa,mega,English,6809662826119840774,True,Best Actress in Africa(amvca),https://linktr.ee/toyinabraham,False,none,False,NG,12,1200000,5200000,463,34
official.nilla,Africa,mega,English,6793345885880894469,True,"“THANDEKA” OUT NOW✨
click the link!
📧nillaallininfo@gmail.com",https://linktr.ee/nillaallin,False,none,False,US,224,1200000,45900000,1001,0
murielblanche,Africa,mega,French,65308254578241536,False,"Actrice, model photo, chanteuse , entrepreneur 
Mum of two 
Ig : muriel_blanche",,False,none,False,CM,199,1500000,11000000,808,0
mpho_pink,Africa,mega,English,219849476218511360,True,Girls just wanna have fun 🌸,,False,none,False,ZA,1327,1400000,24900000,2960,0
saroooojeff,Africa,mega,French,6604169083493695493,True,"Welcome to my TikTok 
Follow me on my 
insta: saradjeffali",,True,Beauty,False,AE,53,1900000,12700000,1007,0
oussamazouhm,Africa,mega,French,6566600271655354373,False,"Maroccan Actor 
Content creator 
Acting is all bieng Honest✨",,False,none,False,MA,51,1500000,21400000,49,0
sharoncmons1,Africa,mega,English,6985454877174449158,False,"3m? 
Please go follow my ig ( https://wa.link/9g3e5c",,False,none,False,NG,989,2600000,17600000,1806,0
shomadjozi,Africa,mega,English,6660556860069773318,True,#Chale out now https://shomadjozi.lnk.to/Chale,https://youtu.be/hCi8lUK6QMA,False,none,False,ZA,226,1100000,5400000,154,0
deankoonin,Africa,mega,English,6582833474662416389,True,Follow the gram @deankoonin,https://www.paypal.me/deankoonin,False,none,False,ZA,574,2200000,35400000,514,0
djmaphorisa,Africa,mega,English,6543590374026253327,True,Website on the Wildside,,False,none,False,ZA,2,1200000,3800000,76,0
manal,Africa,mega,French,6734596008897332229,True,,,False,none,False,MA,3,1000000,4400000,56,0
lema74349337,Africa,mega,English,6677503080055161861,False,"Subscribe my YouTube channel @lema9118
     🍂 Alhamdulillah For Everything🍂",,True,Clothing & Accessories,False,ZA,6,3000000,36700000,242,0
nadiajaftha,Africa,mega,English,11205806,True,Co Founder : @acelabs.co.za,https://youtu.be/_48Z4JItBzo,False,none,False,ZA,617,2100000,66600000,2843,0
hleyirene228,Africa,mega,French,6720997611476681733,False,Mon travail et les réseaux sociaux n’ont rien à avoir avec ma personnalité.,https://instagram.com/hleyirene?igshid=YmMyMTA2M2Y=,False,none,False,TG,971,1400000,24800000,1971,0
joseypriscille,Africa,mega,French,6812654450130617350,False,"Artiste Chanteuse 🎙️🎶
🇨🇮❤️",,False,none,False,CI,165,1200000,4700000,124,0
justin_agustin,Africa,mega,English,6811574254782481414,True,"Gentle beginner workout alternatives 
Start your journey ⬇️ Full-Length Videos",justinagustin.com,False,none,False,CA,203,1900000,18400000,2272,0
kelly_kikx,Africa,mega,English,81416957639438336,True,"HE > i 
• Dancer • Creative • Streamer •
📩  info@kellykikx.com
 ⇊",https://beacons.page/kelly_kikx,False,none,False,ZA,536,1100000,26500000,2467,0
