AuthorId,audio_arousal_bin_0,audio_arousal_bin_1,audio_arousal_bin_2,audio_arousal_bin_3,audio_arousal_bin_4,audio_arousal_bin_5,audio_arousal_bin_6,audio_arousal_bin_7,audio_arousal_bin_8,audio_arousal_bin_9,audio_arousal_bin_10,audio_arousal_bin_11,audio_dominance_bin_0,audio_dominance_bin_1,audio_dominance_bin_2,audio_dominance_bin_3,audio_dominance_bin_4,audio_dominance_bin_5,audio_dominance_bin_6,audio_dominance_bin_7,audio_dominance_bin_8,audio_dominance_bin_9,audio_dominance_bin_10,audio_dominance_bin_11,audio_valence_bin_0,audio_valence_bin_1,audio_valence_bin_2,audio_valence_bin_3,audio_valence_bin_4,audio_valence_bin_5,audio_valence_bin_6,audio_valence_bin_7,audio_valence_bin_8,audio_valence_bin_9,audio_valence_bin_10,audio_valence_bin_11,audio_arousal_min,audio_dominance_min,audio_valence_min,audio_arousal_max,audio_dominance_max,audio_valence_max,audio_arousal_mean,audio_dominance_mean,audio_valence_mean,audio_arousal_std,audio_dominance_std,audio_valence_std
@AtomiKO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.55,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.61,0.63,0.54,0.9,0.81,0.74,0.757,0.7115,0.6525000000000001,0.0612243501609578,0.0413298668608651,0.0570203103242492
@AurelienFontenoy,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.4,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.45,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.15,0.2,0.3,0.2,0.05,0.0,0.0,0.54,0.44,0.3,0.91,0.85,0.81,0.725,0.657,0.585,0.1033389924879328,0.1015718568564302,0.1433251731663279
@AusFlightSimmer,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.42,0.42,0.24,0.72,0.73,0.65,0.5720000000000001,0.55,0.448,0.1423727502017152,0.1363818169698585,0.1470374102057024
@AussieRCPlayground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.66,0.67,0.44,0.85,0.76,0.78,0.7383333333333333,0.7116666666666666,0.6333333333333334,0.0767897562612792,0.037638632635454,0.1342634226685237
@AutodeskCommunityPhilippines,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.46,0.4,0.29,0.9,0.87,0.67,0.6074999999999999,0.5549999999999999,0.4475,0.2074246851269154,0.2194690562850869,0.1609088769044973
@Autoexpress,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.6,0.51,0.37,0.68,0.69,0.8,0.628,0.626,0.626,0.0356370593624109,0.0750333259292162,0.1613381541979453
@AveiroDjess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.79,0.67,0.27,1.02,0.89,0.81,0.8960000000000001,0.8,0.512,0.1043072384832424,0.0905538513813741,0.2497398646592089
@AwesomeArcade,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0,0.2727272727272727,0.0,0.0,0.0909090909090909,0.0909090909090909,0.3636363636363636,0.0,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.21,0.23,0.09,0.99,0.94,0.64,0.6672727272727272,0.6272727272727273,0.3709090909090909,0.2595030215273383,0.241374849936397,0.2078679650862318
@Axiangfishing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.61,0.55,0.52,0.93,0.85,0.81,0.7400000000000001,0.68,0.63,0.1682260384126072,0.1539480431834065,0.1571623364550171
@AyandaMlah,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0,0.46,0.46,0.43,0.91,0.79,0.82,0.6885714285714286,0.64,0.6228571428571429,0.1427618729946913,0.1116542281629615,0.1228432993307985
@AyishaElseenya,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.2,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.4,0.35,0.1,0.0,0.0,0.0,0.49,0.51,0.33,0.86,0.81,0.79,0.6679999999999999,0.645,0.5815,0.1096693595360738,0.0913351261189138,0.1147204841067374
@AymenXDD,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.45,0.38,0.19,1.02,0.94,0.62,0.68,0.6333333333333333,0.4033333333333333,0.3004995840263344,0.2837839553839034,0.2150193789716018
@Ayradel,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.24,0.25,0.41,0.76,0.69,0.6,0.4171428571428571,0.3757142857142857,0.4771428571428571,0.1681977294450677,0.1486446705914413,0.0722759263088998
@AzwieMuzika,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.4,0.37,0.37,0.81,0.78,0.79,0.5785714285714285,0.5471428571428572,0.5428571428571429,0.1617022543059281,0.1585049195571213,0.1370783578486268
@BBCHausaOfficial,0.0,0.0,0.0,0.15,0.0,0.2,0.1,0.35,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.1,0.25,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.2,0.2,0.1,0.05,0.1,0.05,0.05,0.0,0.2,0.26,0.12,0.77,0.76,0.93,0.5575,0.538,0.4715,0.1745030538113121,0.1475983169209416,0.2188071729797001
@BBCNewsPersian,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.45,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.2,0.2,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.45,0.1,0.1,0.1,0.05,0.0,0.0,0.34,0.28,0.3,0.89,0.82,0.83,0.639,0.5814999999999999,0.4974999999999999,0.1440723502455039,0.1502725593888091,0.1538582738140936
@BBCPashto,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.53,0.56,0.58,0.64,0.67,0.72,0.5900000000000001,0.602,0.6559999999999999,0.0484767985741632,0.0443846820423443,0.0585662018573852
@BBCSport,0.0,0.0,0.0,0.0625,0.0,0.0,0.4375,0.3125,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.4375,0.3125,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.1875,0.25,0.25,0.125,0.0,0.0,0.3,0.4,0.33,0.91,0.86,0.84,0.626875,0.625,0.643125,0.1500985787185652,0.117075474232081,0.1454060406814884
@BENIJU,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.375,0.0,0.25,0.0,0.0,0.46,0.45,0.48,0.98,0.89,0.86,0.7925,0.73125,0.66375,0.1614001239156897,0.1422711194465392,0.1410103846226531
@BFdistribution_Latam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.45,0.2,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.4,0.15,0.15,0.05,0.0,0.61,0.6,0.45,0.93,0.9,0.9,0.7849999999999999,0.737,0.6735,0.087989233791174,0.0899766051464724,0.1309991964619791
@BHESTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.63,0.65,0.54,0.63,0.65,0.54,0.63,0.65,0.54,,,
@BMIKEMUSIC,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.58,0.59,-0.04,1.12,1.0,0.61,0.8544444444444445,0.7944444444444444,0.4233333333333333,0.1803545890122505,0.1286575989896352,0.2250555486985379
@BMTVPilipinas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47,0.43,0.5,0.47,0.43,0.5,0.47,0.43,,,
@BMWSouthAfricaOfficial,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.53,0.49,0.29,0.8,0.66,0.51,0.63,0.58,0.42,0.1479864858694874,0.0854400374531753,0.1153256259467079
@BNY92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.57,0.55,0.63,0.57,0.55,0.63,0.57,0.55,0.63,,,
@BSportspk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.61,0.59,0.41,0.83,0.77,0.64,0.755,0.7,0.5225,0.098488578017961,0.0770281333886089,0.097082439194738
@BadSteve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.35,0.35,0.0,0.0,0.0,0.0,0.2,0.1,0.15,0.2,0.2,0.1,0.05,0.0,0.0,0.73,0.63,0.22,1.0,0.95,0.83,0.8880000000000001,0.845,0.5145,0.0933922120048448,0.087509397991542,0.1877981839495176
@Badge99ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.55,0.0,0.0,0.62,0.61,0.7,0.85,0.8,0.88,0.754,0.726,0.8015000000000001,0.0584357496923352,0.04805698371944,0.0473814309619285
@Badgertronix,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.27,0.28,0.36,0.92,0.87,0.67,0.634,0.596,0.542,0.2659511233290809,0.2458251411064376,0.1169187752245121
@BagRaiders,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.25,0.35,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.35,0.25,0.05,0.0,0.0,0.05,0.0,0.1,0.3,0.25,0.2,0.05,0.05,0.0,0.0,0.0,0.54,0.54,0.09,1.02,0.92,0.71,0.8099999999999999,0.732,0.426,0.1275683511319571,0.1125119876654085,0.1464456069312892
@BakraMandiPakistanOfficial,0.0,0.0,0.0,0.05,0.15,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.1,0.1,0.25,0.3,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.35,0.3,0.05,0.0,0.05,0.0,0.0,0.3,0.23,0.16,0.86,0.81,0.85,0.612,0.5685,0.486,0.1908043914313129,0.1886035943174829,0.1330373908659556
@BaladeMentale,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.54,0.58,0.55,0.64,0.65,0.65,0.585,0.614,0.601,0.0295334085777822,0.0227058484879018,0.0344641520681675
@BaloiseGroup,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.25,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.05,0.55,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.55,0.3,0.0,0.0,0.0,0.45,0.49,0.51,0.96,0.91,0.79,0.74,0.7235,0.682,0.1571455912270696,0.1242779143693681,0.0839548750974687
@BancoBCR_Oficial,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,0.1052631578947368,0.4736842105263157,0.2631578947368421,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,0.1578947368421052,0.5789473684210527,0.1578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.4210526315789473,0.3157894736842105,0.1052631578947368,0.0,0.0,0.0,0.42,0.44,0.39,0.82,0.75,0.79,0.65,0.6268421052631579,0.5826315789473684,0.1049867716534908,0.0825329988939742,0.0979706364888739
@Bandanglapis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.66,0.6,0.7,0.66,0.6,0.7,0.66,0.6,,,
@BarbaKahn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.83,0.8,0.6,0.97,0.9,0.75,0.8999999999999999,0.8500000000000001,0.675,0.0989949493661166,0.0707106781186547,0.1060660171779821
@BattleScones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.84,0.35,0.92,0.84,0.35,0.92,0.84,0.35,,,
@Bconceptnetworkproductions,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0555555555555555,0.3888888888888889,0.3333333333333333,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.3888888888888889,0.2222222222222222,0.0,0.0555555555555555,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1666666666666666,0.1666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.0555555555555555,0.0555555555555555,0.0,0.52,0.53,0.1,1.12,1.03,0.94,0.7822222222222223,0.7538888888888889,0.4755555555555555,0.135192914692326,0.1096593060286851,0.22565518260813
@BePureWellness,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.3571428571428571,0.3571428571428571,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.2857142857142857,0.5714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0,0.0,0.45,0.45,0.19,0.94,0.87,0.81,0.6257142857142857,0.6407142857142858,0.5521428571428572,0.1179774610621932,0.091606540387454,0.1787640719120971
@BeaKizombaTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.63,0.53,0.49,0.81,0.74,0.53,0.75,0.6666666666666666,0.5066666666666667,0.1039230484541326,0.1184623709594457,0.0208166599946613
@BearSewciety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.53,0.8,0.7,0.53,0.8,0.7,0.53,,,
@Bebepine,0.0,0.0,0.0588235294117647,0.0,0.0,0.0588235294117647,0.1764705882352941,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.1764705882352941,0.1764705882352941,0.2941176470588235,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.1176470588235294,0.2352941176470588,0.1176470588235294,0.4117647058823529,0.0,0.0588235294117647,0.0,0.0,0.15,0.22,0.21,0.85,0.75,0.86,0.6423529411764706,0.5958823529411764,0.5447058823529412,0.1695777628318607,0.1438340547092991,0.1590643598932057
@BenAzelart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.15,0.5,0.15,0.0,0.0,0.78,0.69,0.31,0.99,0.91,0.83,0.903,0.8390000000000001,0.6950000000000001,0.0483517811134409,0.0450613616726067,0.1330809013938118
@BenLionelScott,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.1,0.15,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.2,0.35,0.1,0.05,0.2,0.15,0.2,0.2,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.58,0.64,-0.01,1.09,1.06,0.56,0.8540000000000001,0.8574999999999999,0.252,0.1776572690974334,0.1336875776616983,0.158632312365154
@BenedettaParodi,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.4,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.15,0.65,0.0,0.0,0.0,0.0,0.0,0.6,0.49,0.18,0.8,0.73,0.56,0.6599999999999999,0.579,0.4634999999999999,0.0747627827479056,0.0942505060715158,0.1042403598975893
@Benn_TK,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.49,0.42,0.39,0.87,0.85,0.87,0.6583333333333333,0.6566666666666666,0.645,0.1724432273725665,0.1696663392269269,0.1921197543200594
@BeretOficial,0.0,0.0,0.0,0.0,0.0588235294117647,0.2352941176470588,0.4117647058823529,0.1764705882352941,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.2941176470588235,0.4117647058823529,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.1176470588235294,0.4705882352941176,0.2941176470588235,0.0,0.0588235294117647,0.0,0.0,0.34,0.37,0.33,0.75,0.69,0.83,0.5517647058823529,0.5282352941176471,0.5776470588235294,0.1097858878748566,0.08826347589162,0.1131663273551758
@BernadethSLabrador,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.35,0.15,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.35,0.15,0.25,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.1,0.45,0.2,0.15,0.0,0.0,0.0,0.41,0.45,0.16,0.99,0.92,0.78,0.737,0.7,0.567,0.1481144649817907,0.1279802616360079,0.1358055885990589
@BerthOh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.5,0.0,0.0,0.0,0.63,0.59,0.39,0.92,0.87,0.78,0.7600000000000001,0.7066666666666667,0.6483333333333333,0.1155854662143991,0.1023067283548187,0.1485148701870175
@BetaniaTarotyoraculos,0.0,0.0,0.0,0.0,0.05,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.38,0.44,0.41,0.57,0.57,0.56,0.4684999999999999,0.498,0.5135,0.0454538516693464,0.0325414715159141,0.0385630038139911
@BettinaRae,0.0,0.0,0.0666666666666666,0.1333333333333333,0.0,0.3333333333333333,0.2666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0666666666666666,0.2666666666666666,0.2,0.2,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.4,0.3333333333333333,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.17,0.21,0.17,0.67,0.71,0.71,0.4593333333333333,0.4986666666666667,0.4293333333333333,0.1507347086140162,0.1657824162081417,0.1339225077992422
@BezMedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.61,0.5,0.48,0.73,0.71,0.7,0.6566666666666666,0.6066666666666666,0.5766666666666667,0.0642910050732863,0.1050396750439248,0.1123981020005824
@BidemiOlaoba,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.52,0.43,0.49,1.03,0.86,0.56,0.7666666666666666,0.63,0.53,0.2554081700598736,0.2165640782770771,0.0360555127546399
@BigOMusic,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.55,0.53,0.51,0.79,0.69,0.64,0.65,0.595,0.585,0.1086278049120021,0.0680685928555404,0.0613731754650732
@BigfloetOli,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.35,0.2,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.1,0.05,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.45,0.15,0.3,0.0,0.0,0.41,0.3,0.41,1.02,0.96,0.86,0.7585,0.7005,0.686,0.159448886381878,0.1549014967139134,0.1301577989656361
